날짜,종가,오픈,고가,저가,변동 %
2019년 05월 13일,"1,187.78","1,175.20","1,190.75","1,175.20",1.16%
2019년 05월 10일,"1,174.20","1,180.09","1,183.47","1,173.38",-0.41%
2019년 05월 09일,"1,179.09","1,173.11","1,186.28","1,170.85",0.60%
2019년 05월 08일,"1,172.10","1,172.34","1,173.81","1,167.55",-0.01%
2019년 05월 07일,"1,172.22","1,169.15","1,174.40","1,165.95",0.35%
2019년 05월 06일,"1,168.15","1,164.34","1,174.32","1,164.33",0.38%
2019년 05월 03일,"1,163.68","1,167.06","1,172.10","1,163.90",-0.21%
2019년 05월 02일,"1,166.16","1,165.73","1,168.52","1,160.58",0.12%
2019년 05월 01일,"1,164.73","1,164.25","1,166.31","1,160.25",0.13%
2019년 04월 30일,"1,163.25","1,159.89","1,169.69","1,158.64",0.38%
2019년 04월 29일,"1,158.88","1,158.73","1,161.69","1,156.59",0.08%
2019년 04월 26일,"1,157.90","1,160.01","1,162.75","1,156.25",-0.10%
2019년 04월 25일,"1,159.01","1,156.05","1,166.09","1,155.78",0.34%
2019년 04월 24일,"1,155.05","1,143.06","1,158.35","1,142.34",1.13%
2019년 04월 23일,"1,142.11","1,140.99","1,145.53","1,138.84",0.19%
2019년 04월 22일,"1,139.99","1,135.79","1,143.16","1,135.43",0.39%
2019년 04월 19일,"1,135.58","1,137.11","1,138.09","1,135.44",-0.09%
2019년 04월 18일,"1,136.61","1,132.28","1,138.81","1,131.68",0.47%
2019년 04월 17일,"1,131.28","1,137.69","1,138.16","1,131.40",-0.48%
2019년 04월 16일,"1,136.69","1,135.10","1,138.36","1,133.72",0.23%
2019년 04월 15일,"1,134.10","1,134.72","1,136.28","1,131.66",0.03%
2019년 04월 12일,"1,133.72","1,141.96","1,143.22","1,132.38",-0.63%
2019년 04월 11일,"1,140.96","1,137.97","1,142.47","1,137.00",0.35%
2019년 04월 10일,"1,136.97","1,141.08","1,144.43","1,136.73",-0.27%
2019년 04월 09일,"1,140.08","1,142.11","1,144.23","1,138.72",-0.17%
2019년 04월 08일,"1,141.98","1,137.55","1,146.91","1,136.10",0.47%
2019년 04월 05일,"1,136.69","1,136.33","1,139.02","1,134.93",0.08%
2019년 04월 04일,"1,135.83","1,134.67","1,138.98","1,133.08",0.19%
2019년 04월 03일,"1,133.67","1,137.40","1,138.30","1,132.67",-0.29%
2019년 04월 02일,"1,136.92","1,133.72","1,138.91","1,132.00",0.28%
2019년 04월 01일,"1,133.72","1,137.02","1,137.96","1,131.42",-0.32%
2019년 03월 29일,"1,137.40","1,136.00","1,138.79","1,135.20",0.13%
2019년 03월 28일,"1,135.95","1,139.24","1,140.42","1,135.50",-0.29%
2019년 03월 27일,"1,139.24","1,135.87","1,139.94","1,133.85",0.30%
2019년 03월 26일,"1,135.87","1,132.86","1,136.55","1,130.90",0.27%
2019년 03월 25일,"1,132.86","1,135.82","1,137.30","1,132.00",-0.29%
2019년 03월 22일,"1,136.11","1,128.41","1,138.74","1,127.93",0.68%
2019년 03월 21일,"1,128.41","1,126.05","1,130.87","1,124.51",0.21%
2019년 03월 20일,"1,126.05","1,130.89","1,132.90","1,123.70",-0.43%
2019년 03월 19일,"1,130.96","1,132.52","1,134.30","1,128.60",-0.14%
2019년 03월 18일,"1,132.52","1,135.05","1,137.43","1,131.00",-0.28%
2019년 03월 15일,"1,135.70","1,136.42","1,140.31","1,132.45",-0.06%
2019년 03월 14일,"1,136.42","1,130.50","1,137.79","1,129.90",0.52%
2019년 03월 13일,"1,130.50","1,128.44","1,134.66","1,127.50",0.18%
2019년 03월 12일,"1,128.44","1,131.77","1,132.69","1,127.40",-0.29%
2019년 03월 11일,"1,131.77","1,134.10","1,137.40","1,131.10",-0.19%
2019년 03월 08일,"1,133.90","1,134.87","1,138.03","1,132.16",-0.09%
2019년 03월 07일,"1,134.87","1,128.38","1,135.90","1,126.80",0.58%
2019년 03월 06일,"1,128.38","1,125.81","1,130.77","1,125.50",0.23%
2019년 03월 05일,"1,125.81","1,126.46","1,129.48","1,125.28",-0.06%
2019년 03월 04일,"1,126.46","1,127.66","1,128.36","1,123.75",-0.11%
2019년 03월 01일,"1,127.67","1,125.60","1,128.22","1,124.10",0.16%
2019년 02월 28일,"1,125.90","1,118.50","1,126.77","1,117.10",0.69%
2019년 02월 27일,"1,118.22","1,115.61","1,120.91","1,114.90",0.23%
2019년 02월 26일,"1,115.61","1,116.06","1,120.22","1,114.64",-0.04%
2019년 02월 25일,"1,116.06","1,123.31","1,124.31","1,115.50",-0.62%
2019년 02월 22일,"1,122.99","1,125.63","1,127.70","1,121.20",-0.23%
2019년 02월 21일,"1,125.63","1,123.22","1,127.45","1,122.00",0.21%
2019년 02월 20일,"1,123.22","1,122.92","1,125.24","1,120.80",0.03%
2019년 02월 19일,"1,122.92","1,126.10","1,129.52","1,122.50",-0.31%
2019년 02월 18일,"1,126.40","1,126.44","1,127.73","1,123.30",0.00%
2019년 02월 15일,"1,126.44","1,126.40","1,130.87","1,125.70",0.00%
2019년 02월 14일,"1,126.40","1,125.59","1,129.58","1,123.80",0.07%
2019년 02월 13일,"1,125.59","1,121.29","1,126.20","1,119.90",0.38%
2019년 02월 12일,"1,121.29","1,125.99","1,128.17","1,120.80",-0.42%
2019년 02월 11일,"1,125.99","1,124.05","1,127.78","1,122.76",0.13%
2019년 02월 08일,"1,124.50","1,124.81","1,127.92","1,121.30",-0.03%
2019년 02월 07일,"1,124.81","1,121.80","1,127.25","1,120.40",0.27%
2019년 02월 06일,"1,121.80","1,117.57","1,122.39","1,117.20",0.41%
2019년 02월 05일,"1,117.27","1,119.86","1,122.41","1,116.80",-0.23%
2019년 02월 04일,"1,119.86","1,119.00","1,123.39","1,118.40",0.04%
2019년 02월 01일,"1,119.40","1,112.40","1,120.31","1,111.60",0.63%
2019년 01월 31일,"1,112.40","1,111.04","1,114.67","1,109.50",0.12%
2019년 01월 30일,"1,111.04","1,118.01","1,119.74","1,109.40",-0.62%
2019년 01월 29일,"1,118.01","1,118.87","1,122.50","1,116.30",-0.08%
2019년 01월 28일,"1,118.87","1,118.51","1,120.73","1,115.40",0.01%
2019년 01월 25일,"1,118.78","1,128.75","1,129.82","1,117.30",-0.88%
2019년 01월 24일,"1,128.75","1,126.46","1,131.37","1,125.80",0.20%
2019년 01월 23일,"1,126.46","1,131.77","1,132.77","1,125.80",-0.47%
2019년 01월 22일,"1,131.77","1,133.80","1,134.28","1,128.90",-0.23%
2019년 01월 21일,"1,134.40","1,126.36","1,134.70","1,124.20",0.74%
2019년 01월 18일,"1,126.08","1,122.70","1,126.64","1,120.80",0.30%
2019년 01월 17일,"1,122.70","1,120.78","1,125.35","1,119.81",0.17%
2019년 01월 16일,"1,120.78","1,122.50","1,125.22","1,118.78",-0.18%
2019년 01월 15일,"1,122.85","1,122.15","1,125.29","1,118.82",0.09%
2019년 01월 14일,"1,121.80","1,118.53","1,124.92","1,118.30",0.32%
2019년 01월 11일,"1,118.23","1,117.79","1,120.72","1,113.30",0.04%
2019년 01월 10일,"1,117.79","1,118.18","1,123.07","1,116.30",-0.03%
2019년 01월 09일,"1,118.18","1,122.83","1,125.58","1,117.10",-0.41%
2019년 01월 08일,"1,122.83","1,117.66","1,126.90","1,116.80",0.46%
2019년 01월 07일,"1,117.66","1,116.10","1,121.44","1,114.90",0.07%
2019년 01월 04일,"1,116.85","1,125.89","1,128.92","1,115.70",-0.80%
2019년 01월 03일,"1,125.89","1,120.12","1,131.05","1,119.20",0.52%
2019년 01월 02일,"1,120.12","1,113.70","1,122.91","1,113.70",0.66%
2019년 01월 01일,"1,112.83","1,114.30","1,114.95","1,112.69",-0.13%
